id_produto,nome_medicamento,categoria_regulatoria,numero_registro_produto,data_vencimento_registro,numero_processo,classe_terapeutica,cod_empresa,empresa_detentora_registro,principio_ativo
2920,EPILENIL,SIMILAR,109740046,2025-01-02,2599101036779,ANTICONVULSIVANTES,49475833000106,BIOLAB SANUS FARMACÊUTICA LTDA,VALPROATO DE SÓDIO +  ÁCIDO VALPRÓICO
2921,EPILEPTIL,SIMILAR,103700327,2026-01-06,250000334509814,ANTICONVULSIVANTES,17159229000176,LABORATÓRIO TEUTO BRASILEIRO S/A,CLONAZEPAM
2922,EPITEGEL,NOVO,119610012,2029-01-01,25351177368200286,OUTROS MEDICAMENTOS COM ACAO NO APARELHO VISUAL,27011022000103,BL INDÚSTRIA OTICA LTDA,DEXPANTENOL
2923,EPIVIR,NOVO,101070236,2026-01-05,25351011766200583,ANTIVIROTICOS (INIBE REPLICACAO VIROTICA),33247743000110,GLAXOSMITHKLINE BRASIL LTDA,LAMIVUDINA
2924,EPOCLER,ESPECÍFICO,178170079,2025-01-12,25351637612200919,OUTROS PRODUTOS PARA O APARELHO DIGESTIVO E METABOLISMO,61082426000207,COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.,BETAÍNA +  CITRATO DE COLINA +  DL-METIONINA +  RACEMETIONINA
2925,EPONIM,SIMILAR,128760021,2028-01-09,25351002530201790,OUTROS HORMONIOS MEDIADORES E PRODUTOS EQUIVALENTES,74232034000148,LABORATÓRIOS FERRING LTDA,ACETATO DE DESMOPRESSINA
2926,EPREX,NOVO,112363337,2025-01-12,250000039118834,OUTROS PRODUTOS QUE ATUAM NO SANGUE E HEMATOPOIESE,51780468000187,JANSSEN-CILAG FARMACÊUTICA LTDA,ALFAEPOETINA
2927,EPYL,GENÉRICO,125680314,2030-01-05,25351534501201954,ANTICONVULSIVANTES,73856593000166,PRATI DONADUZZI & CIA LTDA,LAMOTRIGINA
2928,EPÉZ,SIMILAR,105250040,2029-01-12,25351706435200878,OUTROS PRODUTOS QUE ATUAM SOBRE O SISTEMA NERVOSO,33078528000132,TORRENT DO BRASIL LTDA,CLORIDRATO DE DONEPEZILA
2929,EPÓSIDO,SIMILAR,116370036,2025-01-05,250000112729915,ANTINEOPLASICO,58430828000160,BLAU FARMACÊUTICA S.A.,ETOPOSÍDEO
2930,EQUILIBRISSE,FITOTERÁPICO,155840574,2029-01-11,25351101431201951,ANSIOLITICOS SIMPLES,05161069000110,BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A,PASSIFLORA INCARNATA L.
2931,EQUILIBRISSE,FITOTERÁPICO,155840575,2029-01-11,25351010934201845,ANSIOLITICOS SIMPLES,05161069000110,BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A,PASSIFLORA INCARNATA L.
2932,EQUILID,NOVO,183260427,2026-01-10,25351627096201917,NEUROLEPTICOS,10588595001092,SANOFI MEDLEY FARMACÊUTICA LTDA.,SULPIRIDA
2933,EQUINÁCEA TIARAJU,FITOTERÁPICO,105730743,2028-01-07,25351107553202095,FITOTERAPICO SIMPLES + IMUNOESTIMULANTES,60659463002992,ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A,ECHINACEA PURPUREA (L.) MOENCH
2934,EQUITAM,FITOTERÁPICO,100431379,2027-01-03,25351843861202169,VASODILATADORES,61190096000192,EUROFARMA LABORATÓRIOS S.A.,GINKGO BILOBA L.
2935,ERANFUL,GENÉRICO,151430035,2028-01-07,25351077321201708,AGENTES ANTINEOPLÁSICOS,03978166000175,DR. REDDYS FARMACÊUTICA DO BRASIL LTDA,FULVESTRANTO
2936,ERANZ,NOVO,121100106,2028-01-12,250000185109798,OUTROS PRODUTOS QUE ATUAM SOBRE O SISTEMA NERVOSO,61072393000133,WYETH INDÚSTRIA FARMACÊUTICA LTDA,CLORIDRATO DE DONEPEZILA
2937,ERBITUX,BIOLÓGICO,100890335,2026-01-10,25351072816200418,ANTINEOPLASICO,33069212000184,MERCK S/A,CETUXIMABE
2938,ERGOMETRIN,SIMILAR,104970126,2029-01-02,2500100473986,OCITOCICOS NAO HORMONAIS,60665981000118,UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A,MALEATO DE METILERGOMETRINA
2939,ERITROMAX,SIMILAR,116370024,2029-01-10,250000080439879,OUTROS PRODUTOS QUE ATUAM NO SANGUE E HEMATOPOIESE,58430828000160,BLAU FARMACÊUTICA S.A.,ALFAEPOETINA
2940,ERITROPOIETINA,BIOLÓGICO,156250002,2025-01-08,25351173158200481,OUTROS PRODUTOS QUE ATUAM NO SANGUE E HEMATOPOIESE,04415365000138,CHRON EPIGEN INDÚSTRIA E COMÉRCIO LTDA,ALFAEPOETINA
2941,ERIVEDGE,NOVO,101000664,2026-01-10,25351109576201314,ANTINEOPLASICO,33009945000123,PRODUTOS ROCHE QUÍMICOS E FARMACÊUTICOS S.A.,VISMODEGIBE
2942,ERMONDERM,SIMILAR,108860017,2006-01-05,253510002000112,GLICOCORTICOIDES TOPICOS - ASSOCIACAO MEDICAMENTOSA,51077527000155,ERMON LABORATÓRIO FARMACÊUTICO LTDA,VALERATO DE BETAMETASONA
2943,ERMOPAN,SIMILAR,108860016,2006-01-05,253510002020148,ANTIESPASMODICOS,51077527000155,ERMON LABORATÓRIO FARMACÊUTICO LTDA,BROMETO DE N-BUTILESCOPOLAMINA
2944,EROXYM,SIMILAR,100431250,2028-01-08,25351573497201788,ANTINEOPLASICO,61190096000192,EUROFARMA LABORATÓRIOS S.A.,PEMETREXEDE DISSÓDICO
2945,ERYSIDORON-1,DINAMIZADO,100610084,2025-01-08,2599201071475,MEDICAMENTOS DINAMIZADOS COMPOSTOS,56992217000180,WELEDA DO BRASIL LABORATÓRIO E FARMÁCIA LTDA,APIS MELLIFICA +  ATROPA BELLADONNA
2946,ESALERG,SIMILAR,105730456,2028-01-11,25351265966201138,ANTI-HISTAMINICOS SISTEMICOS,60659463002992,ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A,DESLORATADINA
2947,ESALERG D12,SIMILAR,105730527,2028-01-09,25351297109201757,ANTI-HISTAMINICOS SISTEMICOS,60659463002992,ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A,DESLORATADINA +  SULFATO DE PSEUDOEFEDRINA
2948,ESALERG GOTAS,NOVO,105730465,2029-01-05,25351261199201263,ANTI-HISTAMINICOS SISTEMICOS,60659463002992,ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A,DESLORATADINA
2949,ESC,SIMILAR,100431082,2028-01-05,25351426086201193,ANTIDEPRESSIVOS,61190096000192,EUROFARMA LABORATÓRIOS S.A.,OXALATO DE ESCITALOPRAM
2950,ESC,SIMILAR,100431190,2026-01-07,25351022424201641,ANTIDEPRESSIVOS,61190096000192,EUROFARMA LABORATÓRIOS S.A.,OXALATO DE ESCITALOPRAM
2951,ESC ODT,NOVO,100431328,2031-01-04,25351000305201981,ANTIDEPRESSIVOS,61190096000192,EUROFARMA LABORATÓRIOS S.A.,OXALATO DE ESCITALOPRAM
2952,ESCAB-IFAL,SIMILAR,135310021,2026-01-07,25351108452200501,ESCABICIDAS E OUTROS ECTOPARASITICIDAS,00376959000126,IFAL INDUSTRIA E COMERCIO DE PRODUTOS FARMAC LTDA,BENZOATO DE BENZILA
2953,ESCABIN,SIMILAR,178170854,2028-01-03,25351647821201710,ESCABICIDAS E OUTROS ECTOPARASITICIDAS,61082426000207,COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.,DELTAMETRINA
2954,ESCENA,SIMILAR,102980496,2028-01-11,25351314343201195,ANTIDEPRESSIVOS,44734671000151,CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.,OXALATO DE ESCITALOPRAM
2955,ESCILEX,SIMILAR,135690673,2026-01-05,25351022232201635,ANTIDEPRESSIVOS,00923140000131,EMS SIGMA PHARMA LTDA,OXALATO DE ESCITALOPRAM
2956,ESCINA + POLISSULFATO DE ESCINA SÓDICA + SALICILATO DE DIETILAMÔNIO,GENÉRICO,109740278,2029-01-05,25351740880201839,ANTIVARICOSOS TOPICOS,49475833000106,BIOLAB SANUS FARMACÊUTICA LTDA,ESCINA +  POLISSULFATO DE ESCINA SÓDICA +  SALICILATO DE DIETILAMÔNIO
2957,ESCIP,SIMILAR,154230200,2028-01-05,25351475289201142,ANTIDEPRESSIVOS,03485572000104,GEOLAB INDÚSTRIA FARMACÊUTICA S/A,OXALATO DE ESCITALOPRAM
2958,ESCOPEN COMPOSTO,SIMILAR,141070027,2025-01-07,250000327299915,ANTIESPASMODICOS,02501297000102,PHARLAB INDÚSTRIA FARMACÊUTICA S.A.,BUTIL BROMETO DE ESCOPOLAMINA +  DIPIRONA MONOIDRATADA
2959,ESKAVIT,ESPECÍFICO,113430129,2026-01-03,25351000979200661,VITAMINA K SIMPLES OU EM ASSOCIACOES MEDICAMENTOSAS,19570720000110,HIPOLABOR FARMACEUTICA LTDA,FITOMENADIONA
2960,ESKEMICO,SIMILAR,167730593,2028-01-07,25351057129201614,ANTIANGINOSOS E VASODILATADORES,05044984000126,LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA,DICLORIDRATO DE TRIMETAZIDINA
2961,ESMERON,NOVO,101710096,2026-01-05,250000116979509,BLOQUEADOR NEUROMUSCULAR,03560974000118,MERCK SHARP & DOHME FARMACEUTICA LTDA.,BROMETO DE ROCURÔNIO
2962,ESMOG,SIMILAR,102351238,2027-01-11,25351365693201781,ANTIULCEROSOS,57507378000365,EMS S/A,ESOMEPRAZOL MAGNÉSICO TRI-HIDRATADO
2963,ESMOLAN,SIMILAR,104260062,2012-01-09,253510070150230,BETABLOQUEADORES SIMPLES,61091583000106,PRODUTOS FARMACÊUTICOS GUNTHER DO BRASIL LTDA,CLORIDRATO DE ESMOLOL
2964,ESOGASTRO,SIMILAR,102351081,2027-01-11,25351652320201188,ANTIULCEROSOS,57507378000365,EMS S/A,ESOMEPRAZOL MAGNÉSICO TRI-HIDRATADO
2965,ESOGASTRO IBP,NOVO,102351096,2028-01-12,25351762354201112,ANTIACIDOS E ANTIULCEROSOS,57507378000365,EMS S/A,AMOXICILINA TRI-HIDRATADA +  CLARITROMICINA +  ESOMEPRAZOL MAGNÉSICO DI-HIDRATADO +  ESOMEPRAZOL MAGNÉSICO TRI-HIDRATADO
2966,ESOMEPRAZOL MAGNÉSIO TRIIDRATADO,GENÉRICO,116180245,2027-01-05,25351588005201147,ANTIULCEROSOS,60318797000100,ASTRAZENECA DO BRASIL LTDA,ESOMEPRAZOL MAGNÉSICO TRI-HIDRATADO
2967,ESOMEPRAZOL SODICO,GENÉRICO,146820027,2027-01-02,25351230866201157,OUTROS PRODUTOS PARA O APARELHO DIGESTIVO E METABOLISMO,05035244000123,SUN FARMACÊUTICA DO BRASIL LTDA,ESOMEPRAZOL SÓDICO
2968,ESOMEPRAZOL SÓDICO,GENÉRICO,100431182,2026-01-04,25351711344201401,OUTROS PRODUTOS PARA O APARELHO DIGESTIVO E METABOLISMO,61190096000192,EUROFARMA LABORATÓRIOS S.A.,ESOMEPRAZOL SÓDICO
2969,ESOMEPRAZOL SÓDICO,GENÉRICO,165070002,2029-01-10,25351207799201841,,24633934000129,CAMBER FARMACEUTICA LTDA,ESOMEPRAZOL SÓDICO
2970,ESOMEX,SIMILAR,135690700,2026-01-12,25351395928201688,ANTIULCEROSOS,00923140000131,EMS SIGMA PHARMA LTDA,ESOMEPRAZOL MAGNÉSICO TRI-HIDRATADO
2971,ESOP,SIMILAR,126750243,2026-01-12,25351395822201684,ANTIULCEROSOS,72593791000111,NOVA QUIMICA FARMACÊUTICA S/A,ESOMEPRAZOL MAGNÉSICO TRI-HIDRATADO
2972,ESPASLIT DUO,SIMILAR,154230183,2027-01-01,25351822084200828,ANTIESPASMODICOS E ANTICOLINERGICOS-ASSOC  MEDICAMENTOSAS,03485572000104,GEOLAB INDÚSTRIA FARMACÊUTICA S/A,BUTILBROMETO DE ESCOPOLAMINA +  PARACETAMOL
2973,ESPASMO DIMETILIV,SIMILAR,102351374,2031-01-06,25351282287201601,ADSORVENTES E ANTIFISETICOS INTESTINAIS SIMPLES,57507378000365,EMS S/A,METILBROMETO DE HOMATROPINA +  SIMETICONA
2974,ESPASMO FLATOL,SIMILAR,167730170,2028-01-03,25351640108201095,ADSORVENTES E ANTIFISETICOS INTESTINAIS SIMPLES,05044984000126,LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA,METILBROMETO DE HOMATROPINA +  SIMETICONA
2975,ESPECTROPRIMA,SIMILAR,125680021,2029-01-05,250000066509598,TRIMETOPRIMA EM ASSOCIACAO COM SULFAS,73856593000166,PRATI DONADUZZI & CIA LTDA,SULFAMETOXAZOL +  TRIMETOPRIMA
2976,ESPERSON,NOVO,183260375,2028-01-04,25351411901201992,GLICOCORTICOIDES TOP. SIMP. EXC. USO OFTALM.,10588595001092,SANOFI MEDLEY FARMACÊUTICA LTDA.,DESOXIMETASONA
2977,ESPERSON N,NOVO,183260380,2028-01-04,25351411912201972,GLICOCORTICOIDES TOP. SIMP. EXC. USO OFTALM. + GLICOCORTICOIDES TOPICOS - ASSOCIACAO MEDICAMENTOSA,10588595001092,SANOFI MEDLEY FARMACÊUTICA LTDA.,DESOXIMETASONA +  SULFATO DE NEOMICINA
2978,ESPINHEIRA SANTA,FITOTERÁPICO,104730031,2027-01-12,25351413143200711,ANTIULCEROSOS + FITOTERAPICO SIMPLES,92762277000170,VIDORA FARMACÊUTICA LTDA,MAYTENUS ILICIFOLIA MART. EX REISSEK
2979,ESPINHEIRA SANTA HERBARIUM,FITOTERÁPICO,118600043,2028-01-06,25351221599200234,ANTIULCEROSOS,78950011000120,HERBARIUM LABORATORIO BOTANICO LTDA,MAYTENUS ILICIFOLIA MART. EX REISSEK
2980,ESPINHEIRA SANTA NATULAB,FITOTERÁPICO,138410053,2028-01-04,25351096103201243,ANTIACIDOS E ANTIULCEROSOS SIMPLES + FITOTERAPICO SIMPLES,02456955000183,NATULAB LABORATÓRIO S.A,MAYTENUS ILICIFOLIA MART. EX REISSEK
2981,ESPIRONOLACTONA,GENÉRICO,102350632,2028-01-09,25351019336200348,DIURETICOS SIMPLES,57507378000365,EMS S/A,ESPIRONOLACTONA
2982,ESPIRONOLACTONA,GENÉRICO,105830285,2029-01-06,25351019329200346,DIURETICOS SIMPLES,45992062000165,GERMED FARMACEUTICA LTDA,ESPIRONOLACTONA
2983,ESPRAN,SIMILAR,105250044,2025-01-06,25351871279200813,ANTIDEPRESSIVOS,33078528000132,TORRENT DO BRASIL LTDA,OXALATO DE ESCITALOPRAM
2984,ESTALIS,NOVO,100680152,2025-01-04,250000540979979,ESTROGENOS ASSOCS  A OUTROS FARMACOS EXCLUSIVE ANDROGENOS,56994502000130,NOVARTIS BIOCIENCIAS S.A,ACETATO DE NORETISTERONA +  ESTRADIOL
2985,ESTOLATO DE ERITROMICINA,GENÉRICO,125680208,2029-01-04,25351470367200801,ANTIBIOTICOS SISTEMICOS SIMPLES,73856593000166,PRATI DONADUZZI & CIA LTDA,ESTOLATO DE ERITROMICINA
2986,ESTOMADEFENS,GENÉRICO,178170895,2030-01-12,25351735520202030,ANTIULCEROSOS,61082426000207,COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.,OMEPRAZOL MICROGRANULADOS
2987,ESTOMANOL,ESPECÍFICO,116950022,2029-01-06,2502500986599,ANTIACIDO,29346301000153,LABORATÓRIO FARMACÊUTICO VITAMED LTDA,BICARBONATO DE SÓDIO +  CARBONATO DE CÁLCIO +  CARBONATO DE SÓDIO
2988,ESTOMAZIL,ESPECÍFICO,178170039,2026-01-02,25351637887200902,ANTIACIDO,61082426000207,COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.,BICARBONATO DE SÓDIO +  CARBONATO DE SÓDIO +  ÁCIDO CÍTRICO
2989,ESTOMAZIL PASTILHAS,ESPECÍFICO,178170094,2026-01-05,25351667684201057,ANTIACIDO,61082426000207,COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.,CARBONATO DE CÁLCIO 90% +  HIDRÓXIDO DE ALUMÍNIO +  HIDRÓXIDO DE MAGNÉSIO
2990,ESTRADIOL,NOVO,101810326,2004-01-04,250000147389754,ESTROGENOS SIMPLES,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA,
2991,ESTRADIOL+ACETATO DE NORETISTERONA,GENÉRICO,102351103,2029-01-06,25351136617201257,ESTROGENOS ASSOCS  A OUTROS FARMACOS EXCLUSIVE ANDROGENOS,57507378000365,EMS S/A,ACETATO DE NORETISTERONA +  ESTRADIOL
2992,ESTRADOT,SIMILAR,100680895,2027-01-10,253510289740117,ESTROGENOS SIMPLES,56994502000130,NOVARTIS BIOCIENCIAS S.A,ESTRADIOL HEMI-HIDRATADO
2993,ESTREVA,NOVO,174650006,2026-01-09,25351010524202010,ESTROGENOS SIMPLES,09058502000148,FARMA VISION IMPORTAÇÃO E EXPORTAÇÃO DE MEDICAMENTOS LTDA,ESTRADIOL HEMI-HIDRATADO
2994,ESTRIONIL,SIMILAR,107140216,2027-01-10,250000409559619,HORMONIOS SEXUAIS EXCLUSIVE OCITOCICOS,61068755000112,SANVAL COMÉRCIO E INDÚSTRIA LTDA,ESTRIOL
2995,ESTROGENIOS CONJUGADOS + ACETATO DE MEDROXIPROGESTERONA,SIMILAR,101910236,2006-01-05,250000238119571,ESTROGENOS ASSOCS  A OUTROS FARMACOS EXCLUSIVE ANDROGENOS,61517397000188,THERASKIN FARMACEUTICA LTDA.,ACETATO DE MEDROXIPROGESTERONA +  ESTROGÊNIOS CONJUGADOS
2996,ETHAMOLIN,NOVO,103900189,2028-01-06,25351588065201517,ESCLEROSANTES E COAGULANTES,33349473000158,FARMOQUÍMICA S/A,OLEATO DE MONOETANOLAMINA
2997,ETILEFRIL,SIMILAR,104971220,2027-01-06,250000008719968,HIPERTENSOR,60665981000118,UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A,CLORIDRATO DE ETILEFRINA
2998,ETINILESTRADIOL+DESOGESTREL,GENÉRICO,100470526,2028-01-12,25351478176201072,ANTICONCEPCIONAIS,61286647000116,SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA,DESOGESTREL +  ETINILESTRADIOL
2999,ETIRA,NOVO,105730515,2028-01-05,25351785556201524,ANTICONVULSIVANTES,60659463002992,ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A,LEVETIRACETAM
3000,ETIRA,SIMILAR,105730526,2028-01-09,25351354301201839,ANTICONVULSIVANTES,60659463002992,ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A,LEVETIRACETAM
3001,ETNA,SIMILAR,104440050,2029-01-04,2500100892583,OUTROS ANTIANEMICOS,33145194000172,LABORATÓRIO GROSS S. A.,ACETATO DE HIDROXOCOBALAMINA +  CITIDINA 5''-MONOFOSFATO DISSÓDICO +  FOSFATO DISSÓDICO DE CITIDINA +  URIDINA-5''-TRIFOSFATO TRISSÓDICA +  TRIFOSFATO TRISSÓDICO DE URIDINA
3002,ETOD,SIMILAR,102980543,2030-01-09,25351660584202070,ANTINFLAMATORIOS ANTIREUMATICOS,44734671000151,CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.,ETODOLACO
3003,ETODOLACO,GENÉRICO,102351198,2027-01-03,25351258796201603,ANTINFLAMATORIOS ANTIREUMATICOS,57507378000365,EMS S/A,ETODOLACO
3004,ETOMIDATO,GENÉRICO,102980262,2026-01-02,253510313770025,HIPNOTICOS,44734671000151,CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.,ETOMIDATO
3005,ETOMIDATO,GENÉRICO,116370076,2028-01-02,25351554902200926,HIPNOTICOS,58430828000160,BLAU FARMACÊUTICA S.A.,ETOMIDATO
3006,ETOPOS,SIMILAR,100430620,2007-01-07,250000186229398,ANTINEOPLASICO,61190096000192,EUROFARMA LABORATÓRIOS S.A.,ETOPOSIDO
3007,ETOPOSÍDEO,GENÉRICO,110130247,2026-01-06,25351044022200626,ANTINEOPLASICO,44363661000157,GLENMARK FARMACÊUTICA LTDA,ETOPOSÍDEO
3008,ETOXIN,SIMILAR,101180141,2028-01-02,250000048529701,ANTICONVULSIVANTES,62462015000129,APSEN FARMACEUTICA S/A,ETOSSUXIMIDA
3009,EUCAPROL,FITOTERÁPICO,121070010,2027-01-12,25351193420201146,FITOTERAPICO SIMPLES,49345358000145,APIS FLORA INDUSTRIAL  E COMERCIAL LTDA,EUCALYPTUS GLOBULUS LABILL.
3010,EUDOK,SIMILAR,104971395,2026-01-02,25351657299201512,ANTIDEPRESSIVOS,60665981000118,UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A,OXALATO DE ESCITALOPRAM
3011,EUPEPT,SIMILAR,115600174,2027-01-04,25351141566201138,ANTIULCEROSOS,17562075000169,CIFARMA CIENTÍFICA FARMACÊUTICA LTDA,OMEPRAZOL
3012,EUPHORBIUM COMPOSITUM SN,DINAMIZADO,161980008,2028-01-10,25351280033200597,MEDICAMENTOS DINAMIZADOS COMPOSTOS,05994539000127,HEEL DO BRASIL BIOMÉDICA LTDA,ARGENTUM NITRICUM +  EUPHORBIA RESINIFERA +  HEPAR SULPHUR +  HYDRAGIUM BIIODATUM +  LUFFA OPERCULATA +  PULSATILLA
3013,EUPRESSIN,SIMILAR,105730679,2040-01-01,25351860660201821,ANTI-HIPERTENSIVOS SIMPLES,60659463002992,ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A,MALEATO DE ENALAPRIL
3014,EUPRESSIN H,SIMILAR,105730713,2029-01-05,25351012059201918,ANTI-HIPERTENSIVOS,60659463002992,ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A,HIDROCLOROTIAZIDA +  MALEATO DE ENALAPRIL
3015,EUPROSTATIN,SIMILAR,135690676,2026-01-08,25351086919201607,OUTROS PRODUTOS COM ACAO NO TRATO URINARIO,00923140000131,EMS SIGMA PHARMA LTDA,MESILATO DE DOXAZOSINA
3016,EUTHYROX,SIMILAR,100890202,2026-01-03,250000069099013,HORMONIOS TIREOIDEANOS SIMPLES OU ASSOCIADOS ENTRE SI,33069212000184,MERCK S/A,LEVOTIROXINA SÓDICA
3017,EUTHYROX,NOVO,100890359,2025-01-03,25351376990200780,HORMONIOS TIREOIDEANOS SIMPLES OU ASSOCIADOS ENTRE SI,33069212000184,MERCK S/A,LEVOTIROXINA SÓDICA
3018,EUTROPIN,,137640132,2029-01-06,25351727750201181,HORMONIO RECOMBINANTE DO CRESCIMENTO HUMANO,02433631000120,ASPEN PHARMA INDÚSTRIA FARMACÊUTICA LTDA,SOMATROPINA
3019,EUTYMIA XL,SIMILAR,105830986,2030-01-11,25351924683202095,ANTIDEPRESSIVOS,45992062000165,GERMED FARMACEUTICA LTDA,CLORIDRATO DE BUPROPIONA
3020,EUVAX B,,183260396,2029-01-02,25351411982201921,VACINAS,10588595001092,SANOFI MEDLEY FARMACÊUTICA LTDA.,ANTÍGENO DE SUPERFÍCIE DA HEPATITE B
3021,EVANOR,NOVO,121100028,2028-01-06,2599101307979,ANTICONCEPCIONAIS,61072393000133,WYETH INDÚSTRIA FARMACÊUTICA LTDA,ETINILESTRADIOL +  LEVONORGESTREL
3022,EVICEL,BIOLÓGICO,113250093,2029-01-12,25351707118200879,OUTROS DERIVADOS DO SANGUE E SUBSTITUTOS,54516661000101,JOHNSON  & JOHNSON DO BRASIL INDÚSTRIA E COMÉRCIO DE PRODUTOS P,CLORETO DE CÁLCIO +  FIBRINOGÊNIO +  TROMBINA
3023,EVIR,SIMILAR,102980318,2028-01-04,25351214923200268,ANTIVIROTICOS (INIBE REPLICACAO VIROTICA),44734671000151,CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.,EFAVIRENZ
3024,EVISTA,NOVO,112600070,2028-01-01,250000257699740,SUPRESSORES DA REABSORCAO OSSEA,43940618000144,ELI LILLY DO BRASIL LTDA,CLORIDRATO DE RALOXIFENO
3025,EVOBRIG,NOVO,106390281,2029-01-12,25351802213201857,OUTROS AGENTES ANTINEOPLÁSICOS,60397775000174,TAKEDA PHARMA LTDA.,BRIGATINIBE
3026,EVOCARB,SIMILAR,116880026,2028-01-07,25351037824201813,ANTINEOPLASICO,58635830000175,FARMARIN INDUSTRIA E COMERCIO LTDA,CARBOPLATINA
3027,EVOCLASS,SIMILAR,116880025,2027-01-12,25351720586201720,ANTINEOPLASICO,58635830000175,FARMARIN INDUSTRIA E COMERCIO LTDA,CLORIDRATO DE DAUNORRUBICINA
3028,EVODAZIN,SIMILAR,116880017,2025-01-04,25351720524201718,ANTINEOPLASICO,58635830000175,FARMARIN INDUSTRIA E COMERCIO LTDA,DACARBAZINA
3029,EVOFLUBINA,SIMILAR,116880024,2027-01-12,25351720569201792,ANTINEOPLASICO,58635830000175,FARMARIN INDUSTRIA E COMERCIO LTDA,FOSFATO DE FLUDARABINA
3030,EVOLOX,SIMILAR,116880018,2026-01-09,25351720587201774,ANTINEOPLASICO,58635830000175,FARMARIN INDUSTRIA E COMERCIO LTDA,IFOSFAMIDA
3031,EVOMID,SIMILAR,116880028,2028-01-10,25351720574201703,ANTINEOPLASICOS CITOTOXICOS,58635830000175,FARMARIN INDUSTRIA E COMERCIO LTDA,CLORIDRATO DE IDARRUBICINA
3032,EVOMIXAN,SIMILAR,116880019,2027-01-04,25351720515201727,ANTINEOPLASICO,58635830000175,FARMARIN INDUSTRIA E COMERCIO LTDA,CLORIDRATO DE MITOXANTRONA
3033,EVOPOSDO,SIMILAR,116880015,2028-01-07,25351720476201768,ANTINEOPLASICO,58635830000175,FARMARIN INDUSTRIA E COMERCIO LTDA,ETOPOSIDO
3034,EVORUBICIN,SIMILAR,116880016,2026-01-04,25351720503201701,ANTIBIOTICOS ANTINEOPLASICOS,58635830000175,FARMARIN INDUSTRIA E COMERCIO LTDA,CLORIDRATO DE DOXORRUBICINA
3035,EVOTABINA,SIMILAR,116880027,2027-01-04,25351720572201714,ANTINEOPLASICOS CITOTOXICOS,58635830000175,FARMARIN INDUSTRIA E COMERCIO LTDA,HEMITARTARATO DE VINORELBINA
3036,EVOTAXEL,SIMILAR,116880021,2029-01-10,25351720488201792,ANTINEOPLASICO,58635830000175,FARMARIN INDUSTRIA E COMERCIO LTDA,PACLITAXEL
3037,EVOTECAN,SIMILAR,116880029,2026-01-04,25351720681201723,ANTINEOPLASICO,58635830000175,FARMARIN INDUSTRIA E COMERCIO LTDA,CLORIDRATO DE TOPOTECANA
3038,EVOTERIN,SIMILAR,116880022,2029-01-03,2.53517E+16,ANTINEOPLASICO,58635830000175,FARMARIN INDUSTRIA E COMERCIO LTDA,CLORIDRATO DE IRINOTECANO TRIIDRATADO
3039,EVOXALI,SIMILAR,116880020,2028-01-07,25351720455201742,CITOSTATICOS ALQUILANTES,58635830000175,FARMARIN INDUSTRIA E COMERCIO LTDA,OXALIPLATINA
3040,EVOZAR,SIMILAR,116880023,2029-01-10,25351720578201783,ANTINEOPLASICO,58635830000175,FARMARIN INDUSTRIA E COMERCIO LTDA,CLORIDRATO DE GENCITABINA
3041,EVRA,NOVO,112363359,2027-01-12,25351163844200281,ANTICONCEPCIONAIS,51780468000187,JANSSEN-CILAG FARMACÊUTICA LTDA,ETINILESTRADIOL +  NORELGESTROMINA
3042,EVRYSDI,NOVO,101000670,2023-01-10,25351116416202041,OUTROS MEDICAMENTOS PARA TRANSTORNOS DO SISTEMA MÚSCULO-ESQUELÉTICO,33009945000123,PRODUTOS ROCHE QUÍMICOS E FARMACÊUTICOS S.A.,RISDIPLAM
